                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.84881,                0.77617,                 1.1557,                0.92789,                0.89252,                0.95298,                0.66485,                 1.1206,                0.55872,                  1.322,              0.0033305,              0.0033305,              0.0033305
                      2,                0.87237,                0.81531,                 1.1669,                 0.9099,                0.87698,                0.93955,                0.62158,                 1.2372,                0.60871,                 1.4128,              0.0065539,              0.0065539,              0.0065539
                      3,                0.92157,                0.90457,                 1.1962,                0.88155,                 0.8371,                0.91482,                 0.6045,                 1.2087,                0.70745,                  1.408,              0.0096673,              0.0096673,              0.0096673
                      4,                 0.9656,                 1.0054,                 1.2235,                 0.8772,                0.81189,                0.89669,                0.57381,                 1.2751,                0.76461,                  1.461,               0.009505,               0.009505,               0.009505
                      5,                0.96771,                 1.0156,                 1.2267,                0.86688,                0.83355,                0.90588,                0.58165,                 1.2786,                0.76486,                 1.4649,                0.00934,                0.00934,                0.00934
                      6,                0.96699,                 1.0058,                 1.2267,                0.87859,                0.81451,                0.90041,                0.57105,                 1.2954,                0.75394,                 1.4753,               0.009175,               0.009175,               0.009175
                      7,                0.96465,                 1.0031,                 1.2271,                0.88465,                0.84172,                0.91337,                0.58166,                 1.2881,                0.70927,                 1.4668,                0.00901,                0.00901,                0.00901
                      8,                0.95904,                0.99312,                 1.2243,                0.88873,                0.81371,                0.89974,                0.56332,                  1.352,                0.75852,                 1.5177,               0.008845,               0.008845,               0.008845
                      9,                0.95907,                0.98761,                 1.2212,                 0.8624,                0.84415,                0.90525,                0.57998,                 1.2821,                0.72497,                  1.447,                0.00868,                0.00868,                0.00868
                     10,                0.95576,                0.97866,                 1.2193,                0.88477,                0.84932,                0.91717,                0.58082,                 1.2956,                0.70491,                 1.4713,               0.008515,               0.008515,               0.008515
                     11,                0.95008,                0.97069,                 1.2172,                0.88226,                0.86908,                0.92835,                0.61451,                 1.2007,                0.66812,                 1.3993,                0.00835,                0.00835,                0.00835
                     12,                0.94954,                0.96693,                 1.2148,                0.88795,                 0.8405,                0.91749,                0.60436,                 1.2224,                0.68916,                 1.4216,               0.008185,               0.008185,               0.008185
                     13,                 0.9397,                0.94735,                 1.2073,                0.89461,                0.86561,                0.93313,                0.61279,                 1.2334,                0.66063,                 1.4097,                0.00802,                0.00802,                0.00802
                     14,                0.93574,                0.93825,                 1.2072,                0.90657,                0.86233,                0.93313,                0.62182,                 1.1881,                0.63982,                  1.384,               0.007855,               0.007855,               0.007855
                     15,                0.93197,                0.92626,                 1.2027,                0.90574,                0.86721,                0.93531,                 0.6186,                 1.1994,                0.62696,                 1.3896,                0.00769,                0.00769,                0.00769
                     16,                0.92847,                0.92291,                 1.2009,                0.91426,                0.86455,                0.94042,                0.62664,                 1.2056,                0.62271,                 1.3949,               0.007525,               0.007525,               0.007525
                     17,                0.92562,                0.91171,                 1.1981,                0.90531,                0.86953,                0.93959,                0.62499,                 1.1873,                0.63315,                 1.3799,                0.00736,                0.00736,                0.00736
                     18,                0.92326,                0.90662,                 1.1974,                0.90931,                0.88985,                0.94623,                0.62642,                 1.2207,                0.60934,                 1.4046,               0.007195,               0.007195,               0.007195
                     19,                0.91609,                0.89836,                 1.1947,                0.90776,                0.87741,                0.93925,                0.63107,                 1.2021,                0.61241,                 1.3888,                0.00703,                0.00703,                0.00703
                     20,                0.91674,                0.89261,                 1.1918,                0.89833,                0.89248,                0.94323,                0.63404,                 1.1762,                0.60743,                 1.3614,               0.006865,               0.006865,               0.006865
                     21,                0.91366,                0.88592,                 1.1914,                0.91757,                0.88106,                 0.9475,                0.63116,                 1.1864,                0.60104,                  1.378,                 0.0067,                 0.0067,                 0.0067
                     22,                0.90836,                0.88059,                 1.1896,                0.92727,                0.88649,                0.95103,                0.64267,                 1.1657,                0.58744,                 1.3682,               0.006535,               0.006535,               0.006535
                     23,                0.91681,                0.89533,                 1.1919,                 0.8997,                0.90653,                0.95456,                0.64705,                 1.1628,                0.58231,                 1.3635,                0.00637,                0.00637,                0.00637
                     24,                0.91301,                0.88758,                 1.1906,                0.91792,                0.90181,                0.95368,                0.65043,                 1.1452,                0.57094,                 1.3437,               0.006205,               0.006205,               0.006205
                     25,                0.91032,                0.88177,                 1.1885,                0.93341,                0.88973,                0.95332,                0.65182,                 1.1483,                0.56705,                 1.3452,                0.00604,                0.00604,                0.00604
                     26,                0.90454,                0.87454,                 1.1843,                0.93232,                0.88884,                0.95247,                0.65216,                 1.1435,                0.56442,                  1.341,               0.005875,               0.005875,               0.005875
                     27,                0.90321,                0.86995,                 1.1807,                0.89915,                0.91315,                0.95553,                0.65952,                 1.1291,                0.55968,                 1.3229,                0.00571,                0.00571,                0.00571
                     28,                0.89997,                0.85911,                 1.1778,                 0.9171,                0.90358,                0.95614,                0.65591,                 1.1393,                0.55766,                 1.3276,               0.005545,               0.005545,               0.005545
                     29,                0.89566,                0.85599,                 1.1785,                0.93471,                0.89354,                0.95755,                 0.6643,                 1.1238,                0.55218,                 1.3213,                0.00538,                0.00538,                0.00538
