                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.76284,                 3.2731,                0.94691,                0.30019,                0.48708,                0.31047,                 0.2569,                0.65099,                 2.6534,                 0.8679,             0.00020694,             0.00020694,             0.00020694
                      2,                0.69151,                 2.2134,                0.88923,                0.43795,                 0.6987,                 0.5586,                0.46771,                0.62626,                 1.9533,                0.86982,             0.00037416,             0.00037416,             0.00037416
                      3,                0.67703,                 1.9325,                0.88529,                0.52125,                 0.6061,                  0.586,                0.49422,                0.63986,                 1.7842,                0.88518,             0.00050013,             0.00050013,             0.00050013
                      4,                0.64991,                 1.7389,                0.88002,                0.56331,                0.71939,                 0.6503,                0.55457,                 0.5954,                  1.639,                0.86975,             0.00043937,             0.00043937,             0.00043937
                      5,                0.61232,                  1.538,                0.87113,                0.62033,                0.72297,                0.68844,                0.59478,                0.57816,                 1.4635,                0.86272,              0.0003775,              0.0003775,              0.0003775
                      6,                 0.5987,                 1.3785,                0.85894,                0.65126,                0.73021,                0.71926,                0.62084,                0.57776,                 1.2984,                0.85813,             0.00031562,             0.00031562,             0.00031562
                      7,                0.58312,                 1.2713,                0.85959,                0.70238,                0.73753,                0.74856,                0.65258,                0.54477,                 1.2065,                0.85633,             0.00025375,             0.00025375,             0.00025375
                      8,                0.55241,                 1.1702,                0.84686,                 0.6993,                0.75907,                0.76742,                0.67211,                0.53056,                 1.1159,                0.85103,             0.00019188,             0.00019188,             0.00019188
                      9,                0.53389,                 1.0937,                0.84534,                0.69756,                0.77399,                0.78299,                0.68885,                0.51897,                 1.1004,                0.84768,                0.00013,                0.00013,                0.00013
                     10,                0.52318,                 1.0532,                0.84265,                0.69768,                0.76704,                0.77413,                0.68476,                0.50869,                 1.0675,                0.84656,             6.8125e-05,             6.8125e-05,             6.8125e-05
